NOC 2006,Occupation,Skill Level,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2122,Forestry Professionals,A,867.96710392277237,864.12236013457164,847.44680277105294,860.53553621408537,896.40307845939492,930.91734504149713,911.71354437516106,899.72976431840698,915.61723997030072,933.79770624645664,941.39335698793798
2123,"Agricultural Representatives, Consultants and Specialists",A,766.98243666892415,762.57801871292031,748.37280120564174,779.99649802801287,765.17662579465423,794.63827177500616,771.19848710959741,781.57001249271639,795.72476858486345,793.18370525319801,803.65421728097056
2131,Civil Engineers,A,24832.491600562946,24721.067391889177,24758.907836100992,25701.34550913053,26934.905980207939,27006.965631487576,26596.011599793968,26920.097289418161,27263.219734953509,27528.464404258928,27624.889089840126
2132,Mechanical Engineers,A,18172.33854678048,19209.839556767209,19788.744531598328,20304.499114009181,20257.9940612707,20025.070341828537,20518.919152333423,20739.767875199806,20853.285450343781,20920.455368877585,21037.951394316926
2133,Electrical and Electronics Engineers,A,14326.296260715575,15145.243853470429,14852.975779250604,14979.485442653971,15196.149821654477,15148.405053140754,15567.223604851193,15568.381740936888,15653.914550240155,15759.488348416195,15861.449745947793
2134,Chemical Engineers,A,3490.9461432283215,3689.3209362235011,3841.9271837101255,4022.9440540646456,3946.5084100811191,3919.4584289038257,4022.6263317681223,4092.8526918603284,4112.5782724987803,4105.2145960862726,4134.2767587808612
2141,Industrial and Manufacturing Engineers,A,7485.7043059530051,7916.7118893190218,7763.9377141882032,7758.6831594714777,7611.2687445420797,7904.3259271714205,8081.7823019239504,8038.5794336653862,8046.3098647183588,8071.8516330983048,8195.4849828208244
2142,Metallurgical and Materials Engineers,A,223.98405091940435,237.85020361100558,247.68871527094493,258.15520027262426,253.25027027173184,247.68072493482723,257.57575718540932,264.07896976585602,264.17976900028322,261.1304801746802,259.98972782565545
2152,Landscape Architects,A,712.98865503244531,757.43760856497204,742.82081974709718,731.42586991480698,716.48989193974342,744.07694952727275,738.00590201619741,722.29872665213747,726.22683702239249,734.53173573330571,748.36489203038172
2153,Urban and Land Use Planners,A,5264.8958521209643,5240.4840025755775,5401.0701068128765,5442.0831488017338,5344.2908552428644,5550.0624387543321,5435.5707582533614,5497.2401896184638,5530.6671176332675,5572.8661935010186,5650.6056994377377
2154,Land Surveyors,A,2398.9531994286472,2534.9546143089747,2486.0358705495478,2464.89394189413,2536.5826764093244,2649.1376728447212,2659.9392437094061,2629.6713285182896,2648.9342596482929,2681.4899175709074,2709.1001033861321
2171,Information Systems Analysts and Consultants,A,81924.5815406896,81557.023360520849,84930.574074616627,87565.497941123918,88790.247482880688,89047.169983099346,88691.595376056881,90236.352898637342,90976.989007037831,91483.78859259536,91955.051992603578
2172,Database Analysts and Data Administrators,A,10254.819209245927,10839.62661209806,11288.00038275543,11457.079946778513,11145.563495044937,10900.447384696596,11335.928500090009,11489.43060055262,11490.542014646473,11478.08113267865,11542.886308954241
2174,Computer Programmers and Interactive Media Developers,A,65332.795533764162,68436.014278203074,69089.66518789297,70242.167422924889,70500.479487830409,71067.561703001862,71980.046696774909,72532.212699350901,72953.839278952641,73355.199727092622,73878.444898118963
2175,Web Designers and Developers,A,13589.723323115331,13477.609093468514,13184.231750376744,13614.820290140467,13747.313462396532,13991.560012151282,14013.889958514515,14088.753753841176,14220.4710730468,14314.902270886252,14419.208285836037
2211,Chemical Technologists and Technicians,B,6381.8247329222495,6745.4317743386509,6658.2869242043143,6577.8906420778048,6827.5159979255777,6805.2795144754828,6927.0060211376504,6946.2795018687066,6977.8501601105572,7045.7814922124044,7084.3395416181929
2221,Biological Technologists and Technicians,B,1214.9515618248461,1284.3910957250591,1259.6053271805206,1231.2032967127138,1245.9036040210758,1218.5033703746499,1267.1835011939447,1245.6943826964166,1243.1825485898994,1248.3474662094463,1253.1596096652702
2222,Agricultural and Fish Products Inspectors,B,1552.9727919986451,1546.0622349000025,1610.0140470500392,1678.0477798604288,1646.1649964280559,1669.883626514684,1654.5015764571619,1699.7958358231267,1717.1508678457139,1713.6428564214361,1726.0313853857908
2223,Forestry Technologists and Technicians,B,812.96772713896803,858.37495402008085,877.14806474963541,886.74048614768037,869.24141730715917,869.9185359832918,898.81242130606029,904.89687367438137,906.94609591517019,909.0979490945557,916.51923291866547
2225,Landscape and Horticulture Technicians and Specialists,B,8605.9281759742153,8568.549667859239,8615.3507567496181,8979.4062562082472,9380.5602753951553,9741.7406089069555,9540.779224853748,9703.1219165491675,9874.4844677915771,9991.2478183465064,10058.468717055917
2231,Civil Engineering Technologists and Technicians,B,7451.7444152206326,7876.5416311695662,8203.8367794609894,8181.7276505811651,7979.1092551481634,8014.8047441314366,8296.25920018533,8362.2873174331889,8360.5263886579942,8378.794681243764,8453.9594142840178
2232,Mechanical Engineering Technologists and Technicians,B,6919.6005731176956,6888.0905808468415,7173.0117558287629,7505.4226194014554,7818.2523097376352,7602.3988338328218,7539.5217113514573,7692.6416091741512,7791.4062972043248,7855.7891068185036,7855.7258039220324
2233,Industrial Engineering and Manufacturing Technologists and Technicians,B,8064.6354762756455,8028.9710273010787,8279.3826207297661,8629.2412487281217,8988.9122497739518,9004.2204453823833,8818.4732867309995,8997.577493773917,9148.3296298737205,9237.5708244624348,9254.3764809404092
2234,Construction Estimators,B,6260.8227170683285,6617.5212230132611,6891.2504806572624,7182.4513526871542,7039.2390991923203,6864.6075799424889,7033.0856668704118,7156.4608263941518,7223.7039548426219,7215.6951650785277,7245.3362298882766
2242,Electronic Service Technicians (Household and Business Equipment),B,25054.540933143082,26485.941556577694,26323.078827710327,25959.797271258041,25841.085748182668,26587.231675727951,27039.461655519539,27081.730116444167,27127.888646674041,27310.702954767952,27590.602853646669
2243,Industrial Instrument Technicians and Mechanics,B,1442.8078893210836,1524.3555272035178,1587.4094552351276,1647.219624918295,1672.5550542238695,1635.7717915211795,1701.1221114915616,1727.7330412813692,1737.1746145917,1738.7283230377345,1737.3367864018182
2244,"Aircraft Instrument, Electrical and Avionics Mechanics, Technicians and Inspectors",B,2531.8373688778452,2520.688732866417,2472.0452878857104,2566.092511106935,2673.048503840535,2711.7254364850101,2635.576617573367,2649.1463704782091,2692.4885581172739,2730.4788402467193,2739.7410645097289
2251,Architectural Technologists and Technicians,B,2488.9398972146628,2477.8808288744272,2427.0437113865269,2452.7870562732319,2443.8526268570381,2537.9484458383477,2485.5933623679975,2496.7296946916485,2516.9292146347461,2540.6779949781931,2574.3235914317102
2253,Drafting Technologists and Technicians,B,10164.700031470253,10118.594111669947,9923.3287172835571,10133.392507915678,10250.173574556622,10579.82649199586,10540.670083947352,10569.075126527292,10660.956341417912,10747.197308443752,10840.337118681839
2254,Land Survey Technologists and Technicians,B,984.98282442566938,980.5996851581657,1010.5971984887044,1025.4247718200963,1005.9417758599216,1044.6736184683252,1024.1020121056645,1033.6938663799565,1037.504190929114,1040.9641185879884,1057.7909453085672
2261,Non-Destructive Testers and Inspectors,B,1977.9479983135889,1969.1636316112838,1931.1633414215778,1938.5494102722855,2019.349099073564,2100.6031794985975,2042.1406564936922,2031.6994371083051,2059.4551169686997,2095.1606450334912,2108.9080223800324
2262,Engineering Inspectors and Regulatory Officers,B,2555.8620369861756,2700.921200580709,2648.7996866460753,2646.4951083403512,2649.8306490851392,2751.8572534231039,2770.5765822003168,2746.9302278950581,2763.2332632816924,2788.486046916481,2821.7604878021298
2264,Construction Inspectors,B,6262.8719613747653,6236.0166780621657,6387.9334154649614,6560.260532127425,6564.4755923744287,6740.680396472585,6693.1340163426557,6771.5655578649857,6824.0759808360963,6863.755335942762,6919.4435208453833
2271,"Air Pilots, Flight Engineers and Flying Instructors",B,3927.8176504598923,4152.3359957452321,4128.9571222551831,4052.747437501167,3975.7455317437093,4128.8239242998598,4237.5137954459206,4221.6099118014426,4201.4381662547166,4218.9224952298146,4289.0243802496425
2272,Air Traffic Control and Related Occupations,B,1444.9486504201147,1527.5268617662762,1581.6519007255511,1648.4871456446731,1617.166010183623,1592.5106614684466,1651.6068844245794,1674.0265908200574,1687.1779443068715,1679.831694281216,1691.2476695201563
2274,"Engineer Officers, Water Transport",B,234.99237886442469,233.95017851961316,229.43548281230505,239.130648142968,249.09773069148804,243.61950907525488,243.41281990369589,245.70106342045955,251.57911796159149,254.679239474946,252.92139289202018
2281,Computer Network Technicians,B,27350.357475763172,27226.823130678036,26804.563782808978,27313.829265117183,28452.283043490286,28802.66825023626,28364.731062003371,28591.857196595582,28912.08816613023,29245.165344147339,29381.555301428351
2282,User Support Technicians,B,23994.534509168054,25366.459930700865,24886.949968043729,24346.381353093187,24760.109072407613,24319.826252095168,25494.241868400535,25450.412771328465,25462.211500537327,25637.889971873446,25795.673810832399
2283,Systems Testing Technicians,B,5829.9081209204405,6165.0772775838268,6311.7448273852769,6350.808175664346,6230.1432826897817,6360.0871267609955,6542.9918407623081,6582.0814912171863,6588.0888322088758,6599.3499541821575,6669.9320088067716
3113,Dentists,A,12691.833450778617,12635.300725417255,13186.987622671413,13773.008016042895,14374.451906798255,14581.29213239819,14280.496121421929,14558.884411151728,14754.963887613858,14893.583383522331,14952.209738152598
3114,Veterinarians,A,3902.7960002092714,3895.6694125897848,4024.1940178762507,4111.108465379305,4192.842395208193,4162.9145746242421,4199.9214724098429,4252.8342481369682,4283.2152864261188,4309.490482835824,4329.5490204238295
3121,Optometrists,A,1021.9865889296995,1080.3684812467104,1125.0571873720166,1135.5326443212216,1113.9576066371806,1089.4591631991459,1132.9838805438205,1151.5289719002185,1147.2303158000284,1141.9809228062818,1146.0667318563676
3132,Dietitians and Nutritionists,A,5323.9294041746725,5300.2159671237696,5510.2375308114761,5743.0814788615162,5982.455926701572,5954.599415182749,5831.7625818830056,5961.124006153319,6065.1077196056658,6122.729786783284,6128.3905968036624
3141,Audiologists and Speech-Language Pathologists,A,3719.9402626014285,3908.8376398755895,4014.8281179822206,4184.4811363285999,4364.3247824330992,4268.343424548636,4356.242752574306,4428.0111905999329,4485.2901533219492,4507.0064225108172,4499.983239109336
3142,Physiotherapists,A,10998.85597657152,10950.859437170411,11298.256865031219,11393.918437198139,11940.556343337359,11794.404352897202,11819.820952321563,11971.431116330741,12063.197783907015,12175.979161507465,12212.957136330702
3143,Occupational Therapists,A,7025.9078021722789,6994.6125819700201,7013.3518034802546,7191.7995639509536,7491.5572906780899,7684.9538195024525,7526.4216789359634,7635.4598662339713,7751.7325409495743,7868.8562314603469,7896.8478475834117
3213,Veterinary and Animal Health Technologists and Technicians,B,6497.6783818971335,6467.9757821533658,6393.4561486883522,6685.5137883531152,6711.7850916649086,6970.2093965792383,6826.4216465659347,6893.3170641642009,6979.4914893040786,7035.1598004305924,7105.7198306835062
3215,Medical Radiation Technologists,B,6972.9084976583126,6941.8493506487375,7086.4305793381127,7268.5032463123425,7571.4580200253649,7388.1555623700815,7423.764399457461,7520.4469526488056,7595.6993005683562,7662.4772602284829,7673.7963033345322
3221,Denturists,B,1380.9619418083098,1373.835092874308,1430.6628454758861,1414.397106528289,1473.3498703999094,1530.0783575854866,1498.5145248326903,1547.8781691759561,1567.9554391767078,1598.4087153413684,1603.9748470736586
3222,Dental Hygienists and Dental Therapists,B,9234.878898863466,9761.3723641694032,9631.1436424059175,9823.2945033621399,9985.1191798435993,9958.4556760803134,10129.623248709458,10179.620206633166,10252.594304476987,10319.13051052148,10378.602357621079
3223,"Dental Technologists, Technicians and Laboratory Bench Workers",B,3132.8866872101999,3119.0038728909694,3248.0193433254526,3385.2696241590884,3496.3956471717329,3518.3531614619387,3445.7734075735152,3525.093933071134,3580.9302093862634,3605.7347390772738,3616.7055058314518
3231,Opticians,B,3466.9856723113771,3451.5117856100455,3608.3754901928073,3760.8531998334302,3889.9884227747466,3769.8545664504118,3728.3591664829701,3815.5198730575175,3883.5108915465757,3900.3184660717534,3898.549447044802
3233,Licensed Practical Nurses,B,20981.727385771279,22180.32433840042,22570.635209512155,22679.840636795405,22953.461316783014,22933.124381115802,23349.429986338328,23532.678980688976,23636.75708724737,23783.258467592506,23932.873653353188
3411,Dental Assistants,C,9079.8806114528052,9598.577113591633,9939.6991605659932,10011.267126848161,9821.0537792339092,9756.2878337810434,10146.05890974606,10202.668123960144,10182.883972781334,10163.028257989996,10262.025723597451
4151,Psychologists,A,7885.8809110078009,7850.7706823263979,8175.5124624887194,8173.1956912642472,8401.6706606098051,8413.8161776693778,8361.8421767044802,8535.7213170977884,8575.8506221207808,8640.6591216275046,8681.9450793161232
4152,Social Workers,A,27729.630890944794,27606.121106247028,28439.023522365304,28512.952903389854,29256.61652477787,29911.440434473843,29608.689750201203,29951.48882490916,30144.797505099217,30418.092043020824,30630.403282114778
4153,"Family, Marriage and Other Related Counsellors",A,10834.858250722264,11452.751590314612,11370.94548784926,11401.704773933698,11144.385928424721,11284.846976703555,11677.300989718487,11692.477417321208,11711.135797920371,11749.117588002557,11863.77845288684
4155,Probation and Parole Officers and Related Occupations,A,1921.9689635897421,2031.7692947986593,1993.5279917223711,1979.0799142170974,2032.3549202501372,2022.4173005627977,2073.060554324079,2076.0578564931739,2084.7449409720602,2102.1346641154892,2114.6132696855202
4212,Community and Social Service Workers,B,40316.445232557206,42849.931219316102,43376.209040084759,42490.671368849435,43099.42764224478,43880.884593749659,44449.586183918902,44665.524451107594,44749.697875393715,45121.060287287444,45498.486585031264
4214,Early Childhood Educators and Assistants,B,65474.138190903104,69214.409306484493,71300.649771300901,71595.202839971142,71779.783602342868,72044.364749286004,73341.012458324956,74013.089722347344,74274.243340506306,74665.698875683913,75194.149057469898
4215,Instructors and Teachers of Persons with Disabilities,B,2629.9530957066572,2756.7146956896945,2703.516496299671,2817.7579332602722,2764.2207374461282,2867.7265401657028,2885.9000382584518,2884.703125903723,2921.3278896681168,2926.4193329737386,2957.399774652582
4216,Other Instructors,B,5386.8675785968308,5693.6053190631992,5583.7319428548008,5480.6709412966356,5417.0574562266456,5557.1123944731844,5779.1232361703251,5688.27649997751,5662.7034067368686,5706.0206768529824,5778.5676983325493
5111,Librarians,A,4565.9017124735246,4826.7734618615787,4905.2286344322702,5146.7342257122564,5134.4773755157776,5021.5586234559296,5226.8650465464007,5280.2336618769441,5319.9810844044241,5326.1264779711109,5342.9968101307659
5113,Archivists,A,108.99822004316312,115.22520967382323,119.9914219758125,117.7766960257553,122.68568638358359,119.9875510923415,124.78114447474739,127.29471400943612,126.71347547285799,127.47736419283751,125.32285580983711
5121,Authors and Writers,A,12816.630492483659,13546.890473619247,13340.247466951741,13063.613629097821,12895.642994782296,13495.004241378203,13673.823808760006,13662.715866155297,13673.270771947809,13769.80708466724,13938.792381829362
5122,Editors,A,9570.7768224146766,10117.619095267482,10536.127516193821,10700.758437583221,10880.096091081805,10599.997910063252,10858.96573615496,11013.071893204971,11067.423361548181,11118.917400538925,11157.671351506076
5123,Journalists,A,5872.8636973949342,5845.7678620791203,5926.6128066143947,6106.3191675294529,6243.2817343167353,6508.0801031670935,6308.9708029141266,6389.7638163346792,6460.6810778799536,6520.2252647525238,6571.5872472098872
5125,"Translators, Terminologists and Interpreters",A,6847.7182453179475,6818.4032921747785,6792.8216243793031,7043.1454007039665,7027.5679140168922,7241.0735784568215,7194.940399916768,7254.8652952225275,7321.9036592196635,7363.5735376552075,7426.4405117185743
5131,"Producers, Directors, Choreographers and Related Occupations",A,14027.664089041924,13965.332352247891,14001.285488427044,14437.47050026278,15181.816869722506,15088.690529443948,14969.872384786879,15141.502485864197,15318.574222756946,15468.349269352717,15512.701128910778
5212,Technical Occupations Related to Museums and Art Galleries,B,2006.9547108060522,2121.6238138804688,2080.6813954626618,2042.2774910535645,2127.4006167481898,2147.9337699077305,2181.4802584355994,2158.2247539636837,2166.2529422904122,2202.9195292105101,2216.4971171352599
5223,Graphic Arts Technicians,B,293.98916909920808,309.73382060365958,303.75667633891771,317.38638440641154,325.47896074673849,318.32094341198848,331.03810579345009,325.83464570582731,328.80750271982987,330.11752913398254,330.41758604413275
6231,Insurance Agents and Brokers,B,27241.612041753178,28104.375665337706,28389.25118493698,28008.656207968037,28119.642655664484,28938.083286425237,29171.402290950402,29316.771395391301,29389.186083284196,29611.418069895983,29893.634917740837
6232,Real Estate Agents and Salespersons,B,50122.275070963187,49899.084302062307,51572.819280059128,52335.119321624217,53737.712975479044,54947.481230970247,54070.073063287651,54805.214258393651,55257.136638929973,55743.550734161101,56106.970026549185
6411,Sales Representatives - Wholesale Trade (Non-Technical),C,99949.138462625342,104434.98355070033,105946.33465633528,105594.31246341455,104668.2208727762,107696.83032671,108875.32881226162,109515.11672963249,109807.5881818137,110439.38806704877,111535.33643575183
6611,Cashiers,D,131259.11064228273,138446.83869775076,139500.32639781159,140699.31164813027,140922.0538793139,142892.0693878599,144748.13122339861,145683.21147490843,146375.51726820529,147230.29016970421,148401.51403893784
6622,Grocery Clerks and Store Shelf Stockers,D,75749.700107539436,75411.600151869876,75095.447752536318,78049.979569879957,80073.064887802277,80235.989225289974,80108.922049056113,80883.34413401346,81765.233933812458,82357.127733865462,82751.931448892297
7231,Machinists and Machining and Tooling Inspectors,B,15950.952568084536,15880.737238759704,15753.981969485785,16146.69315882549,16292.376420461032,16670.030761138441,16635.930427563202,16749.97841979509,16889.806833302628,17006.95960515683,17139.301750369927
7232,Tool and Die Makers,B,10921.523745729031,11342.097501074046,11112.645952459727,11479.690253432187,11663.735324520165,11691.389687469877,11804.063085243863,11869.298144292166,11979.129652508997,12056.417848897632,12126.412204342067
7241,Electricians (Except Industrial and Power System),B,27920.158907427955,29515.624611416479,29947.177055396798,30155.405702137188,30427.578838462941,30240.915620474563,30968.309728533168,31190.565569193368,31321.811745510699,31494.589683050166,31686.055948951529
7242,Industrial Electricians,B,10202.507511130545,10123.082189500332,9927.7301858639639,10347.242391017386,10471.107444515599,10540.475922545551,10562.241088938612,10623.330058463902,10758.438398827171,10820.002771202337,10882.08341507994
7244,Electrical Power Line and Cable Workers,B,3909.5072744048321,4133.307983589827,4192.5827860030522,4384.5113883477916,4301.2059913492585,4235.9322099407891,4410.8250925971515,4446.6473344477008,4470.6567406072227,4467.0715437878634,4497.2667182637224
7246,Telecommunications Installation and Repair Workers,B,11518.720418745172,11467.540878415073,11941.88789481427,12297.303277541001,12808.525381313408,13031.126379006204,12762.308582127327,13057.476858100321,13203.11191724005,13327.096942809671,13384.956082532139
7251,Plumbers,B,13917.587295931644,14713.942158067679,15207.652928076421,15308.50019763749,15416.505123170318,15366.292715968117,15662.120345335423,15819.856098318483,15882.52801121682,15966.477413896351,16065.434276956514
7252,"Steamfitters, Pipefitters and Sprinkler System Installers",B,6725.7913272186415,6696.9483081051767,6681.7366226549748,6651.988738429779,6933.4304911920453,7061.1667794157302,7010.171949909146,7057.167551952215,7106.7421470315303,7185.8893650811269,7231.4588872654731
7253,Gas Fitters,B,3273.7214234171774,3258.3784473301794,3393.1590522643583,3302.2535382117057,3399.7512827738938,3539.7688515750242,3461.6163514807558,3514.0025328774177,3524.7247164277524,3563.3336962126045,3593.961866270472
7271,Carpenters,B,37327.82428189669,39461.991574596708,39790.614878383727,40270.697370102811,39607.759762266825,40461.666838608842,41130.342373938089,41370.105977528365,41529.463082693619,41698.08214602957,42093.326028326082
7272,Cabinetmakers,B,3910.8514385657027,4134.3650957475911,4054.5814398000703,3979.7445343370459,3989.9105075370026,4078.8154917138986,4282.1188420365106,4224.1433666285457,4207.5794019546329,4245.7389524667315,4294.9757624480362
7281,Bricklayers,B,7626.7503417592961,8062.5933499844941,7907.0040007963298,7761.0615109183291,7970.8948314774843,8277.7987210009669,8347.7913496113433,8284.7950661365248,8280.2635813873203,8389.9447161907374,8489.2919796467577
7284,"Plasterers, Drywall Installers and Finishers and Lathers",B,12725.614256719724,12669.148832129214,12607.194744412031,12850.822211547762,13435.546381587172,13522.379166199184,13407.819890939712,13527.344907204935,13664.729049582367,13804.202618105173,13867.410073668434
7291,Roofers and Shinglers,B,8586.7436611382018,8470.2572962797167,8514.3328259800346,8823.4980425339127,8768.6270310843411,8930.5030737019842,8963.8239963695014,9043.6746535807015,9117.3927179645707,9158.0979727225567,9230.3408091483452
7294,Painters and Decorators,B,15430.545884111583,15936.95993082556,16357.6580399502,16798.464168229515,17195.792621750334,16898.440504251899,17137.818106646835,17345.098839575174,17480.612442263955,17583.591032903318,17646.994656210023
7312,Heavy-Duty Equipment Mechanics,B,11662.154126146974,12330.154541334723,12600.859763363051,12588.278954935351,12647.153841549594,12729.473336676261,12960.39926529195,13058.147077466116,13099.729420215093,13176.95435874465,13274.502310981457
7313,Refrigeration and Air Conditioning Mechanics,B,11068.695703568859,11309.569267800633,11570.309295245273,12123.27980713471,12433.031024679847,12097.121818772386,12263.647416580117,12432.095352183351,12561.764882355466,12624.900087210794,12652.315073516365
7315,Aircraft Mechanics and Aircraft Inspectors,B,3880.8306461327834,4102.6517308303974,4023.4800701609315,3949.2172142190448,4129.8505492569002,4106.8891796369317,4231.8131099307238,4212.9872366371401,4223.3958172681605,4271.2567330870825,4296.5327445734993
7321,"Automotive Service Technicians, Truck and Bus Mechanics and Mechanical Repairers",B,44183.46632509592,46706.380188428106,46650.638888337482,46175.083991564861,47205.850410283376,47623.585329256246,48294.716202451593,48497.548413602497,48683.366634268146,49098.022046001279,49444.360312647914
7322,Motor Vehicle Body Repairers,B,8378.9524420513917,8858.5986928068305,8891.8418996215296,8669.765254950662,8610.2259637325242,8696.5330770057626,9013.136831570695,9020.8630294261984,9010.1103984105775,9060.8236354627188,9145.951098908432
7331,Oil and Solid Fuel Heating Mechanics,B,2596.9217012085664,2585.3983582091805,2587.8250567330024,2540.0606149742648,2645.9315852940376,2747.8080636918089,2686.6014423143502,2696.231390474828,2703.4092228202817,2746.5713949423985,2772.7644975309008
7332,Electric Appliance Servicers and Repairers,B,3757.9789607714224,3741.2117933886238,3923.0032605113443,3873.1031773763857,3957.3333403851921,4109.7028072266958,4024.9241606711826,4086.3418431600812,4116.5437591611726,4170.8746498562532,4224.2410189835073
7371,Crane Operators,B,4428.8844138217592,4680.8920075410215,4590.5616500773795,4505.831960156901,4693.6372427956376,4712.6021981427766,4841.1536993120553,4809.8946877931139,4812.0469779012865,4876.9322928311003,4910.3604388335189
7381,Printing Press Operators,B,10512.484619222832,11112.361510545019,10853.301550374035,11075.505627848373,10763.178538529237,10863.253314780621,11267.826052297813,11269.473180133153,11309.906239613549,11333.048712966014,11440.836401701452
7441,Residential and Commercial Installers and Servicers,C,17548.535041060819,17662.505106925306,17321.659729770596,17331.426096923245,18053.808423630569,18108.973911159606,18124.508287094242,18150.1309895497,18314.126742644352,18543.478156841942,18627.224273144282
7442,Waterworks and Gas Maintenance Workers,C,1512.7726013262504,1505.2454053826455,1489.3287190490939,1535.8169347468267,1567.2364450754603,1603.4474919456138,1586.5177129589704,1599.3585997763751,1615.8634984441089,1628.9526726654424,1640.221303270461
7444,Pest Controllers and Fumigators,C,788.99798529872407,834.06137973556463,817.96592982842662,802.86843062676007,836.33237986149993,868.53374066265269,881.60873035402358,860.55685450058127,850.32212790051017,871.71600339133761,884.65411234046621
7445,Other Repairers and Servicers,C,2289.960401169134,2420.7865161915838,2408.4690719583168,2427.1314657365992,2381.0161445331501,2328.65222265281,2421.6836397734769,2419.4840025944613,2415.9229427965793,2412.3067415996725,2430.6312470843245
7611,Construction Trades Helpers and Labourers,D,47695.603814938484,47481.930965599291,47604.68258423666,49183.268903350268,50596.267327047637,51199.497775384494,50688.662156027305,51228.470871184174,51778.144235136337,52203.850038280827,52487.528038859004
7621,Public Works and Maintenance Labourers,D,4583.9443620579914,4844.74436754823,4856.9259093536311,4938.5920575143846,4844.7591679709249,4826.0902926725003,5018.8962492314458,5031.5340846947956,5036.8764243617215,5035.4383621314828,5081.7432133394341
8211,"Supervisors, Logging and Forestry",B,1137.9653091086452,1166.5035509733675,1197.0953409222548,1224.4318166799997,1201.1677005843558,1254.7434048778593,1267.0190055902292,1277.6056314350369,1281.8490617071536,1283.4448842281899,1299.3626232233369
8221,"Supervisors, Mining and Quarrying",B,2041.482941682199,2157.5656246126778,2130.0590805647157,2090.7437940747259,2177.8870192443114,2131.9032763772966,2177.7962548076207,2182.4648231148662,2190.6600720826896,2219.1751094405813,2225.575843769413
