NOC 2006,Occupation,Skill Level,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
0414,Other Managers in Public Administration,MGMT,178.53136507888678,497.42552865884608,489.48115808898899,385.95798765093372,185.82533488555146,284.26495042360472,391.87837664839259,351.97840990632886,331.03720149088338,320.23884458421435,
0511,"Library, Archive, Museum and Art Gallery Managers",MGMT,65.58386559348061,3.1697914826996012,-3.2971203311863029,3.2285681455062694,21.438171982745928,50.896623696669351,5.291137496226213,15.794003735436263,21.805053516048645,30.900789631911202,
0512,"Managers - Publishing, Motion Pictures, Broadcasting and Performing Arts",MGMT,323.74678033242623,142.10742745938683,18.319080628303809,276.50475338145509,182.31544299595805,147.4457821051007,115.437518215686,103.44867827333204,183.55213671696291,150.96960151684812,
0513,"Recreation, Sports and Fitness Program and Service Directors",MGMT,80.6691320574988,59.923890329510499,246.40680030849768,273.04747388290565,231.58094187606878,12.917276724995332,170.36826419826178,188.35321671464905,187.11357644797448,132.08961254755638,
0611,"Sales, Marketing and Advertising Managers",MGMT,4328.982758571995,1333.2494508357343,475.55135132902387,2284.7488123364901,1986.6153131946994,3472.6927413409285,1940.6650490383961,1976.3145689427506,2367.2502185139192,2372.9430397938108,
0621,Retail Trade Managers,MGMT,11030.801090304514,4742.252763018616,2997.9706175871652,5059.793311335352,6686.8667570172529,6653.2783116505943,5147.8251274343856,5001.1632302951502,5602.0143668459305,5858.9783790201054,
0631,Restaurant and Food Service Managers,MGMT,3816.9260856748933,370.69860452753824,1312.5345993323062,994.97944898195215,2523.3492299313143,2117.4283509028669,1431.3231219881854,1572.3609311668199,1708.9655970746112,1921.1399771458596,
0632,Accommodation Service Managers,MGMT,410.83201949792124,1135.7118131748525,618.85030520874773,1262.7117077431797,813.88849885515049,396.009176993697,845.38121268749364,746.70531682754972,808.41275069237849,739.8851991928185,
0641,Commissioned Police Officers,MGMT,66.816027558078673,49.415270578075138,16.145978916975043,63.521414338711011,16.396515790842024,70.072858400353539,40.349116807882289,34.848674825519751,43.317096934777737,38.768963136816275,
0642,Fire Chiefs and Senior Firefighting Officers,MGMT,44.495084970685092,135.84321435843211,146.91407334260117,156.01476978774218,117.58433406343688,46.33910171722988,143.80544833556777,139.09101826184627,133.22094809966524,83.6144954260688,
0643,"Commissioned Officers, Armed Forces",MGMT,0.71652576469789619,0.13900018008342607,0.16561540578293066,0.68893029558299945,0.70387878166397244,0.76646713040915171,0.19760345377154598,0.1702490464053818,0.717972568044704,0.77556489231572301,
0651,Other Services Managers,MGMT,164.58545013425405,233.36120563852427,202.35897628375042,535.77783180562199,229.05864876507846,211.52143815653977,286.68655667650387,276.36845083075008,301.36424799492272,245.73599382344693,
0711,Construction Managers,MGMT,1365.759868840159,689.9471358352389,788.7040957150773,485.53054105157838,471.45687374013096,929.66523486031065,665.86441789973617,631.81930703953185,627.16334454755338,673.2511360072541,
0712,Residential Home Builders and Renovators,MGMT,1360.2469617230079,3786.2133629661748,3346.373974063622,2309.025845042509,2761.9320017876744,1466.3267473857768,2733.0485807359355,2406.5413758552804,2306.6792378189593,2363.2904674773172,
0713,Transportation Managers,MGMT,693.66375999183026,246.75152806419533,168.31092490652424,172.00145701962958,381.89072984474478,488.16560130318987,285.28966936936615,279.43380961990891,316.99752377045354,355.39630529995088,
0721,Facility Operation and Maintenance Managers,MGMT,1175.5093874696549,-35.441133400308104,143.61956153188692,498.73128300895769,608.09397316890522,931.94818943552832,451.52541002248745,520.68492637407962,620.48734538706162,647.27901477834644,
0811,Primary Production Managers (Except Agriculture),MGMT,82.943957236325218,47.771737878282522,-0.71456334511751862,5.6892449861858516,68.515896936434771,43.69628145123523,34.356408946181489,28.502864099587999,35.32254476408238,50.1466657975811,
0911,Manufacturing Managers,MGMT,2626.8089549561778,227.38109860976363,286.38870880015259,1306.4341638524966,2353.0717279297833,1739.6931735498808,823.96373284438755,1100.9224906157792,1501.5739222279922,1572.0885233895995,
0912,Utilities Managers,MGMT,162.7023481871089,14.072106018097827,90.386157004560431,3.4198871267201412,66.650899205717621,157.49333069975,60.908219567864165,74.687874358161096,73.987209213056744,90.649482351110251,
1111,Financial Auditors and Accountants,A,1912.5460793658767,4979.4874732947883,3357.0973728005224,4883.6476338695447,2090.6958665073994,2926.5881885645722,3568.4020568547021,3121.6106086576774,3217.0124483753889,2976.3002045560047,
1112,Financial and Investment Analysts,A,1321.8019523965199,159.48863957457058,295.15315939591858,1855.9366988479892,1413.5535428539474,918.07157777446866,883.37781776420798,989.11996782303925,1183.6930082224737,1078.4155738387112,
1113,"Securities Agents, Investment Dealers and Brokers",A,906.92091249212194,80.635944653249226,640.99685250122195,198.41482277456652,451.84042940282296,561.88677364379316,317.13523636620721,403.40722718158003,371.83844139880915,422.07034676848178,
1114,Other Financial Officers,A,1309.0734989519851,3963.4487716442673,2888.6033205722811,2015.6097615580929,3040.4830939472877,1035.3565286797716,2722.332303947479,2173.187630079773,2122.7080379993367,2220.2608434747372,
1121,Specialists in Human Resources,A,1935.8367727177745,1903.7025728296328,1154.2968533075748,1108.7367229720164,1722.6404891183722,1432.6855513364496,1373.8865588033248,1199.8140780859217,1276.8359038607821,1343.0075016505614,
1122,Professional Occupations in Business Services to Management,A,1979.3268758823351,5310.187730253554,4684.1594228721206,3363.1142975525904,3977.1454339689908,1132.4492099094705,3534.0268458849682,3019.4777931814342,2811.3971426173812,2763.1478551035484,
1211,"Supervisors, General Office and Administrative Support Clerks",B,148.2831986605465,637.1194640973813,640.03433327230721,361.13101735574628,275.56508989874555,193.03139629758886,521.01042574250448,390.46158922941044,356.01280039284529,365.77540992373412,
1212,"Supervisors, Finance and Insurance Clerks",B,309.79067142779792,825.68273675998375,242.66601060876678,1224.0798610383074,1225.0997340798244,253.289550081166,777.63632703421388,725.00268090267127,863.88626831266788,809.85235412505494,
1213,"Supervisors, Library, Correspondence and Related Information Clerks",B,148.24488066464667,632.64059192552486,470.36871730417079,1.6185078235094466,369.71781976857329,376.80756074442888,460.04042567869215,325.31118434890215,312.54207773782986,388.3783630256242,
1214,"Supervisors, Mail and Message Distribution Occupations",B,260.41105204630668,139.41288938015521,10.185920701535466,257.42619722690006,105.0268573646032,201.02015942432575,98.073404028489094,80.245021847185683,152.5818115172099,134.14632211607005,
1215,"Supervisors, Recording, Distributing and Scheduling Occupations",B,1853.1391052471254,310.06798680820236,14.504974282574267,649.40289382304195,1451.1429330901315,915.37778876770017,683.03827939476969,714.70515327860767,904.81617796898661,982.9978424595763,
1221,Administrative Officers,B,2241.8199291585861,1777.8312826302335,4607.6158716536447,4718.6990133784557,4332.4941925083376,2927.5595535272028,3629.267291187251,3817.926201771043,3776.7588441028515,3667.7742422449301,
1222,Executive Assistants,B,665.01416715742016,64.177037641393213,85.034682391367994,740.79840117396145,1233.7849344279489,518.8402903938819,513.77270033579998,574.26424710707317,699.5701320456958,705.98060861277474,
1223,Personnel and Recruitment Officers,B,441.9186745373076,114.11004743543981,865.14108472088571,835.88306742393036,231.10117647312825,455.96259019775243,475.64163307954561,570.07677491344248,499.14968040730366,440.4434104646046,
1224,Property Administrators,B,772.30375498781245,1169.1551765988465,691.00573487519978,45.589923122352843,779.49900484788623,671.67144547139037,669.66077608438184,530.65689516583461,517.69285997374277,631.11116215323773,
1225,Purchasing Agents and Officers,B,614.18322114123896,152.51316117177436,466.73331155427604,1070.4750330431398,850.80985246921341,524.66179480770234,527.95136059051947,648.07985123814376,708.04871030295374,647.23396570529076,
1226,Conference and Event Planners,B,330.04295710234265,855.61014428497447,732.81882864619593,631.94424783409022,1018.5866516494049,144.02581083738585,676.93588700198393,606.81146268285534,599.57862949803632,606.40553505658954,
1227,Court Officers and Justices of the Peace,B,156.10932925161916,17.796311121910726,139.54745102260517,140.90157281967566,15.843296033287274,141.34950416919503,70.211368802456931,91.968856775671327,84.042255305017392,47.075970296275806,
1228,"Immigration, Employment Insurance and Revenue Officers",B,284.9406372050347,573.90825347098803,676.92960514467097,198.24087123452568,502.01100444201131,427.93964858030569,473.70905047314585,428.38951052481764,390.89476468185768,441.79922362982938,
1231,Bookkeepers,B,4259.7651155190997,1847.1152766396253,1410.2414926846022,2161.474253564661,1284.71599137574,3386.4151215918941,1972.5267837334525,1906.3319670599749,2084.0301661452113,2127.2342141130111,
1232,Loan Officers,B,1451.9109448002996,226.90675588924717,117.02920481927913,84.352161393524966,1310.1431935993855,1051.0742849240055,473.60400555794331,559.08361315900618,676.47836083349614,819.74113164484299,
1233,Insurance Adjusters and Claims Examiners,B,385.89802194668721,798.17797075152544,797.78960242085691,768.03115107751489,524.78473374574787,589.71688563301655,688.84745292097807,637.75760369357636,625.11260788944298,612.69587375737001,
1234,Insurance Underwriters,B,587.91378939212711,332.92021482573068,322.65906506178851,311.25701169885514,157.06157294611714,428.1630698839727,305.63927032341496,286.60553848711447,289.25215553173007,293.07705677199783,
1235,"Assessors, Valuators and Appraisers",B,372.69220292121486,232.15641354448559,203.33387483739685,142.25943631514747,52.942267235018164,328.04593815168403,187.4895420555423,169.68728752578093,169.07880122104359,180.01552584432147,
1236,"Customs, Ship and Other Brokers",B,161.88741192441782,142.85780810406425,151.22574139913925,29.66204409645259,23.831811704324863,147.66895013827923,113.56030980073035,90.038207532193127,51.068666000579697,63.077762348980627,
1241,Secretaries (Except Legal and Medical),B,2473.9977068802864,661.57468018671329,551.99755095485943,1065.2897502845603,1337.2880757102637,2308.3703650155958,1115.1857855685096,1325.2226357657908,1515.6851069015956,1618.1638123849389,
1242,Legal Secretaries,B,482.47428751977321,559.93291431763248,537.17076018388263,201.89031224146925,355.99231783508316,479.31159107136068,483.03250336452538,397.39087305493166,373.43346878734985,427.15875776866295,
1243,Medical Secretaries,B,834.06680468363425,303.25454632104675,632.6585110562828,984.91745306670782,807.258527314096,689.12288973317413,659.48580506459712,757.31185961744768,795.71247821897873,758.25825452726303,
1244,Court Recorders and Medical Transcriptionists,B,283.14936768833712,75.637432313090386,83.040186406247045,188.15016964584254,79.837576208520659,264.65769433977982,135.91530795410605,148.4606344354745,172.21276673263696,169.94977569522177,
1411,General Office Clerks,C,349.66386089639298,98.937580815745264,871.52692881328323,1261.1682090906247,347.83513562552247,296.11599256799957,675.5406002433117,759.83711025148204,774.1197168266466,574.05913823098376,
1413,Records Management and Filing Clerks,C,809.98113482499912,191.31291629861718,298.28732331555432,69.095999338501542,214.63544688465254,688.65374181990546,289.87450850458174,289.80588657601663,306.99066140030965,390.06403676306991,
1414,Receptionists and Switchboard Operators,C,3943.9309526521147,4011.8925554317038,2801.9473008563664,2053.9226307357344,1907.5255930803871,2880.4222717467351,2734.28059402692,2317.5587330071553,2340.4821647528875,2462.832891768157,
1422,Data Entry Clerks,C,1658.6865213845481,163.29822310672751,990.88106896571878,387.92118540245281,639.20828644863116,1259.1499170512157,728.32938532860578,812.97626800422688,795.11578121867853,892.62726745231851,
1423,Desktop Publishing Operators and Related Occupations,C,30.199074426554219,1.3416369449424295,116.36899869492261,122.51819584132502,123.95212423229715,13.91503103808131,89.302725772472712,104.95221515056869,97.606043205506168,83.610435174639136,
1424,Telephone Operators,C,22.403237536372774,1.1724271740262138,1.6781094579179632,18.616066795879728,-1.1146168024832273,21.34445883911523,1.9571245053010529,10.798951349554621,17.089665752698878,9.4792165575010259,
1431,Accounting and Related Clerks,C,5359.9708000730407,2405.6684244464659,2264.4050836820079,1870.3270855030466,2165.4434917828703,3466.6975308928054,2506.4940265190362,2374.1325292129982,2480.1927594234749,2672.1591008352698,
1432,Payroll Clerks,C,1299.778358398512,1071.4405867981532,1079.1704592553886,397.12202551382609,13.92496334348192,1034.4005656869592,744.32917085183647,635.86749313157895,563.03690416815516,614.14753807507122,
1433,Customer Service Representatives - Financial Services,C,2569.1640199043259,2041.3993835170434,1259.4155023566382,463.38475513545109,2014.8702936935101,1676.196526410039,1537.8820105661077,1341.3040974455755,1406.9852500012851,1642.2781986747723,
1434,"Banking, Insurance and Other Financial Clerks",C,345.87709172814186,1303.2244569852626,1062.8709883249248,780.87099017844821,316.86814864223913,728.49416645551241,997.88832740874182,756.86354734439396,716.54162760072506,722.02582852130104,
1435,Collectors,C,656.78877617105115,-7.2028561465202188,54.590360836133186,748.50243640523206,597.21225879934718,356.15117752825171,305.207477863674,347.3559052811687,510.60031376841152,435.51380560513167,
1441,Administrative Clerks,C,5063.4610203180137,2861.6034739922252,3597.4366450781204,4819.0892929810925,2975.2106915912068,3748.9512195268221,3647.8610911213536,3594.1614338255727,3766.5615400560955,3616.473769442699,
1442,Personnel Clerks,C,89.469042721315162,313.16307759712652,110.65153734640899,322.63580331523917,297.93848425756744,25.436266798199597,266.43757410646936,181.20890284562154,204.27983759815575,181.76981290003008,
1443,Court Clerks,C,76.608496167593671,26.966089829331935,51.093836198299257,4.200260529263911,2.8941226313664714,65.485534600022902,31.217684321321279,30.061809954151087,27.356584062845457,32.91893455098117,
1451,Library Clerks,C,295.51232403536147,185.33399799858449,183.16517465806635,-9.0412772274296742,-31.578098923651197,254.97678937730564,126.0349818561197,104.84892260780362,95.367926163863999,122.69373111033055,
1452,"Correspondence, Publication and Related Clerks",C,107.59438192837483,51.562700345225437,43.301599708925387,2.8935385347449092,-5.6325705275148188,91.273816314544945,40.526189778558631,35.118911982899341,35.871885133051393,44.735340853931319,
1453,"Customer Service, Information and Related Clerks",C,5462.8142636913672,2559.228144778343,1238.4907764033912,2317.86568593024,1432.6901311128413,3679.1213031691477,2228.2448674311672,1988.8000275814234,2267.3671463620576,2356.6604351828537,
1454,Survey Interviewers and Statistical Clerks,C,361.01519671981714,-0.25766652172620752,308.38787162951223,156.63289983831578,85.354460035951391,217.44645856378489,115.3254238480814,178.4361405888543,146.30128714382309,150.80322382561707,
1461,"Mail, Postal and Related Clerks",C,587.17476399820669,254.7705241537563,603.45263424778057,716.64661222587176,983.32455794917485,588.58208320106132,618.78137796441115,663.17510007966212,700.17563464643194,710.14559002937449,
1462,Letter Carriers,C,381.35064087652211,230.45919221985423,838.28934626753858,451.22781034951277,791.35965857071324,503.79903700176095,555.65453783998191,596.43249235303074,566.21982954748705,601.93770482190166,
1463,"Couriers, Messengers and Door-to-Door Distributors",C,413.67289178598674,410.57227762793491,1138.7242914939688,766.87881136967803,748.10965703353133,428.68798899777676,694.07085927609546,721.8886847833752,657.30963314807218,647.5592098455063,
1471,Shippers and Receivers,C,717.9515858002386,2138.0766451103545,1186.8432006899759,2964.2172065116315,1786.2443733472314,1388.01224991502,1970.4767707784351,1819.8647887002628,2053.7407305228612,1930.7855853745598,
1472,Storekeepers and Parts Clerks,C,355.84118910067099,-8.0747769241124843,1.0533671094678709,153.01214332676869,307.08771595955284,331.70030156121356,-2.7839882554798692,116.81152295768138,187.52506503849077,200.52529991919832,
1473,Production Clerks,C,135.43619857289701,333.59043314415112,674.88463388983826,522.66755849441199,-54.466719309648539,302.4506849978718,438.61725862322135,441.10415658255158,340.55253270360117,315.3947338033762,
1474,Purchasing and Inventory Clerks,C,205.8753384860795,501.01532967098115,1035.7699920705202,559.51489594793065,196.14826188321558,464.04414446860926,640.2087994358892,638.15682551341172,515.24934025833954,526.06133417381056,
1475,Dispatchers and Radio Operators,C,793.20542374135823,94.81348273839717,-21.576261224249635,336.27303946756581,206.19258853851125,649.77288945865143,261.36475984210722,275.61676357739486,357.17196347093557,374.23661965766962,
1476,Transportation Route and Crew Schedulers,C,42.749223241273214,-5.479357622101503,206.14880344181378,216.61989945298052,58.243084484214279,15.454689623435627,93.679368326833441,157.2036001734875,130.59296534562603,97.813798158366893,
2111,Physicists and Astronomers,A,102.65380199212296,95.000811135363108,110.20742970961236,14.733384267615449,8.9947817713241136,97.726680130292692,58.6450230803447,48.377649724164357,37.751148394942092,54.221907457765866,
2112,Chemists,A,486.29767497274179,430.28508529572184,468.44199901858121,61.244361843052019,42.051286240346656,456.87963338303098,302.23906973943247,252.13546101866112,189.48028550290357,232.19836068522559,
2113,"Geologists, Geochemists and Geophysicists",A,111.61059287212882,0.87720686066661102,100.76446010218307,37.172417894973485,9.1929567470794069,99.87981529213863,53.168588945091514,62.10916919842763,41.933190612752078,46.199648948854559,
2114,Meteorologists,A,6.2398144670907714,0.53092019385943523,2.9870132250847488,0.80854761937792041,0.49362110455057095,5.363104160987529,0.36934592275875344,1.8335530876311492,1.7536703688981867,3.1712650065990333,
2115,Other Professional Occupations in Physical Sciences,A,69.893860955261616,5.8610794903322834,8.311209780930028,52.965855321336178,14.275222357966566,61.140002842745034,17.140338998054734,26.464247848734949,35.82338544934418,34.410237016987928,
2121,Biologists and Related Scientists,A,104.83393276763135,384.99414616325953,213.52404647306838,418.29233357923238,12.597895646545169,150.05432930331159,265.21547581965638,215.06614367968069,226.66275179483236,154.50527337220007,
2122,Forestry Professionals,A,15.825743885969054,3.3306497770162089,34.31362529840348,58.611963803189987,57.322045593037231,3.2958687160423779,10.092466083055189,38.105354757397876,40.649878235102186,30.468633174999223,
2123,"Agricultural Representatives, Consultants and Specialists",A,12.954560598085756,3.4620876619726069,50.862113623898843,4.5949425542263285,48.930543184612063,-4.4078079055940194,29.548541255605915,33.463388496498922,16.544838586103527,29.99685418649009,
2131,Civil Engineers,A,312.13845697781824,486.33454208724709,1436.4490925847704,1757.9890997066241,600.13984399878757,128.45582383573458,879.97965889108684,915.50448804042776,842.07242620948159,689.8139287936084,
2132,Mechanical Engineers,A,1366.636104374812,937.36727799643575,906.03198742477389,347.92261120575188,158.63611551382803,910.00546519908619,649.12027634069932,551.32522350864383,505.53433896163733,569.3962671385716,
2133,Electrical and Electronics Engineers,A,1078.441236650827,-23.214527230666363,414.43376703068668,512.53680629875794,248.45928376690728,734.54686323481815,322.64172613325081,414.18143080042057,435.79600674086703,442.6691422899728,
2134,Chemical Engineers,A,261.58640863535754,222.20066084958958,258.34279487600998,0.4037552292761859,49.589075232548396,184.75322930791938,154.74284991177552,106.06776525419275,78.656440521581445,117.86741903952287,
2141,Industrial and Manufacturing Engineers,A,570.73414233555809,-7.5327412521797896,138.5169598021661,-2.5779188341614372,450.53877039854012,339.20455257201814,119.9813518671113,174.03580707108367,193.41753126246559,296.18638979198863,
2142,Metallurgical and Materials Engineers,A,18.064106458948615,14.472070748875367,15.250204527435976,-8.5775269609041693E-2,-0.63488624238508695,15.050133912414381,11.864050411115931,5.5610060321562926,2.3816185502770457,4.3332394912616179,
2143,Mining Engineers,A,30.763816645578686,136.77496298197875,144.12907428707047,-17.221039791501369,129.02324605058564,-25.405101632877049,112.96635493088885,82.717051477906523,54.132445838140931,71.955442302886524,
2144,Geological Engineers,A,28.978947365551427,25.342203885908905,-4.3321793363243852,-0.1400772144078708,24.481073549367231,22.876092422402486,12.022087792576976,2.9124234792327268,5.2232539525762327,21.387756987225785,
2145,Petroleum Engineers,A,14.269894614816714,65.66167397900233,-0.30228976515677175,72.652688877213194,68.294756248121274,-6.9104476070598935,34.642256647228223,18.859197927129312,43.981168570270817,39.732817275388904,
2146,Aerospace Engineers,A,59.271115427244098,228.58306846000374,274.32542098227458,295.07012422347822,250.30414345602389,-5.2886757533449327,204.70702902706293,191.04098594738304,180.45096855319156,131.49656985440069,
2147,Computer Engineers (Except Software Engineers and Designers),A,644.30828758958319,116.09324489394302,339.49821416835351,211.70845231770539,-41.774902592326555,555.36290287236602,228.81860456275828,238.49254424689803,231.17247514089499,246.00489334707197,
2148,"Other Professional Engineers, n.e.c.",A,138.85200614731556,649.77193515177191,684.70884842393207,716.03674959771092,337.30488660910646,-12.510632208384777,571.70757414013815,483.17131722257795,356.49783027757559,291.52571297288529,
2151,Architects,A,212.3023364342323,547.17765046300008,593.8252438252249,87.728265451720517,179.62212947042087,331.4620081012032,364.95598391589851,311.53280264251441,237.87370479350685,285.57888718739639,
2152,Landscape Architects,A,60.482114978407814,1.8282384434773995,5.5717505333630051,1.9272600868943535,45.140071119914907,11.59064817782787,1.5395375647226004,21.456268614892608,25.662572278974189,31.87321998899623,
2153,Urban and Land Use Planners,A,86.516793444808854,280.15833859827535,167.25166431355603,27.990428539719915,336.69933386703622,15.590472454040139,192.92997489445062,166.91470827057586,173.89112880362961,213.95285293008087,
2154,Land Surveyors,A,189.66040425398586,6.1186576933299577,36.035590851928333,131.38950352440497,175.04900253266732,74.458294130748669,32.522153275731853,83.1974162188897,95.921778678140186,92.915679075709392,
2161,"Mathematicians, Statisticians and Actuaries",A,267.90827372216813,255.2677209044594,-45.889965226809622,156.88720089118527,12.371298655922104,178.22930298240954,114.31038892160893,76.431264398310262,109.27001053161541,101.16196329491481,
2171,Information Systems Analysts and Consultants,A,564.9072015593274,4408.7066904014828,3763.8557077215055,2403.3775666728889,1490.3981870416696,941.36143017974609,2917.018615306074,2191.3786602694154,2002.9710594278445,1999.9392529187974,
2172,Database Analysts and Data Administrators,A,708.74003489486438,585.95486184938943,316.78913758082876,-163.56694307526527,-94.123812366624009,601.24624933653331,328.22656664776292,184.3425632737387,175.25737751485045,256.69600979727517,
2173,Software Engineers and Designers,A,175.63096095118215,827.02887892004765,1051.6698162773157,1426.3547992497247,684.38602557898957,-62.334314840012212,795.79871192951919,748.59089387383119,728.50267227759832,606.80522785984112,
2174,Computer Programmers and Interactive Media Developers,A,3885.6677788498878,1495.7337591167025,2058.0942919966087,1194.1562961134803,1551.5055213706776,1965.0482735986188,1655.1930006686964,1584.9673333388832,1601.0479444732812,1751.4125454020664,
2175,Web Designers and Developers,A,41.979230245276369,-132.68448968645126,606.11662444706849,314.97908003789928,438.05674157768078,227.25487562852138,289.11723089165383,358.48062186553261,328.54424407893634,344.01329635525565,
2211,Chemical Technologists and Technicians,B,521.57838939765679,66.91609850785926,68.374466902202016,407.79286895804671,135.56511138551042,281.49374478613322,178.35379157104586,191.9141705388277,231.6754464831609,205.67514136655561,
2212,Geological and Mineral Technologists and Technicians,B,32.520659907833178,84.885272243110393,155.3554768990976,93.421143247077296,14.218972380043894,77.871926039314317,90.512647506868859,88.233718291325886,69.477743493215769,68.481884591349541,
2213,Meteorological Technicians,B,0,0,0,0,0,0,0,0,0,0,
2221,Biological Technologists and Technicians,B,100.17548656458713,6.3599005838398242,2.8260815903221328,46.422001441775237,4.459132749038428,82.046158069427747,12.173073897032609,31.695955423541463,39.018286089044196,38.986688150452736,
