NOC 2006,Occupation,Skill Level,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0211,Engineering Managers,MGMT,129.03593389901314,122.48297348453357,125.5507210359535,126.11689294035543,128.55259918151634,133.9400861586391,134.88672782236381,134.38768425425076,137.0845624631782,142.00857943054078
0212,Architecture and Science Managers,MGMT,122.4974967001518,118.02662946352537,127.08157098987002,131.04007253535789,139.00631421986381,135.02718794752263,137.94278551589176,139.37868956512912,143.18089061280133,148.12536155227153
0213,Computer and Information Systems Managers,MGMT,759.22036062339339,716.6319334589773,746.9409158292724,781.10537395492452,828.59065132942112,812.12130883526333,824.64767019251872,830.63153183985469,855.53682153844852,885.41500706314378
0311,Managers in Health Care,MGMT,628.13715870881663,644.26018582974757,672.52219888003413,673.81762114060643,674.49135673957744,673.8956210498709,677.92563998314267,675.17807801329741,674.1054914137369,676.00966360370069
0312,Administrators - Post-Secondary Education and Vocational Training,MGMT,255.83124398200496,263.0839488187882,274.59499402274446,271.96290226972638,281.66990017535682,275.65910271237738,277.54008939734911,276.5540424470251,276.29083274421043,277.91672484649854
0313,School Principals and Administrators of Elementary and Secondary Education,MGMT,503.83960047638135,503.85984494000621,526.37983606874343,520.37100522534797,514.01448745503922,525.69684859115875,525.94267746490937,522.97968068881266,521.04560253601892,522.60820933162984
0314,"Managers in Social, Community and Correctional Services",MGMT,490.55065573643736,512.89733852279448,506.25704177417947,499.03665843109741,504.21103526520568,514.41613904703263,515.17546569012734,508.28576817086548,507.48423669325416,510.57067246386157
0411,Government Managers - Health and Social Policy Development and Program Administration,MGMT,102.21527099017311,108.68084894707975,116.83144012376326,118.00772663917819,120.83115731990621,133.19538916379094,138.02442492412723,141.0278977939243,142.92298635598721,143.30803749561272
0412,"Government Managers - Economic Analysis, Policy Development and Program Administration",MGMT,128.28358089135367,133.97276163944744,144.02013631117725,143.67800776248137,151.44545948267287,162.88344866309333,168.11710178657117,171.55351201552557,173.93633268807039,175.59963519594115
0413,Government Managers - Education Policy Development and Program Administration,MGMT,3.2086994452588593,3.4476674125201519,3.7062274796058543,3.9261296962050332,4.0200655371710194,4.1643854213122085,4.4266108206958519,4.636470605875008,4.746858363843721,4.714303325247557
0414,Other Managers in Public Administration,MGMT,205.95839564199753,222.0464735677071,238.00641723864362,247.0856910598954,256.01637832023971,271.31458878276823,281.44496797047265,287.15740219626952,293.03120172983279,294.61125057742993
0511,"Library, Archive, Museum and Art Gallery Managers",MGMT,20.504435961787991,19.265241458530262,18.462276039091879,18.356434376524557,18.966766088263341,19.59320583949814,19.422629671426591,19.759351171099297,20.574747226849979,20.806817568146293
0512,"Managers - Publishing, Motion Pictures, Broadcasting and Performing Arts",MGMT,103.64568956629188,100.28311133749071,96.907463832170023,102.31181856915566,107.1984407639651,107.44665202639017,108.55786640362891,110.80704439433251,116.91976067945032,117.62028371436168
0513,"Recreation, Sports and Fitness Program and Service Directors",MGMT,98.581357762905199,93.65176222699219,95.695780545524983,101.03256188783003,107.07630595629654,104.16938553380228,106.63095807770736,110.93930367941491,117.14332692929149,117.36401588918748
0611,"Sales, Marketing and Advertising Managers",MGMT,1482.5631840346953,1587.7851260253522,1615.6780674658908,1717.7435692232477,1792.183276037511,1871.6796992361271,1884.4963783774854,1932.5100834313157,1973.9229897866855,1948.7300414669648
0621,Retail Trade Managers,MGMT,4206.3919452211621,4254.744408870487,4241.8771830480218,4364.9317193974148,4490.2100241025892,4576.1122044987769,4616.8120412832723,4654.4579773930045,4676.9868708845852,4721.2322356151581
0631,Restaurant and Food Service Managers,MGMT,1239.8874998622323,1232.5783001325738,1245.5825900554846,1250.7981976452481,1313.5296742273126,1349.2205511566995,1369.7486937017457,1386.4919022173356,1407.9038781203794,1442.1714737219295
0632,Accommodation Service Managers,MGMT,498.62170467005558,520.98665030130587,528.14103816308545,552.3141110268482,571.98951101522437,573.32645521811889,588.54058256639382,597.69666840843001,608.92322090771881,621.17468025907317
0641,Commissioned Police Officers,MGMT,24.198281561440037,29.461589917623431,31.069855250026496,33.941006288177633,34.500889726121365,37.908049093244813,37.676837583463218,37.195347636219012,37.016553152467168,36.328855530188527
0642,Fire Chiefs and Senior Firefighting Officers,MGMT,52.084031286528123,64.449191421759025,72.171546794505318,79.175963433257081,83.742036609124582,86.652115051371595,88.337669536972356,89.648674148501811,90.428666546104012,88.292019100090613
0643,"Commissioned Officers, Armed Forces",MGMT,0.25949899797790926,0.30219865852095518,0.31869524364609259,0.34962535899307884,0.37737575644280436,0.41464376181009505,0.40165082668567675,0.38796092782274533,0.39728016512207964,0.40469475075513389
0651,Other Services Managers,MGMT,197.74537389708925,208.67840453546495,215.03420518029762,226.26937794693765,224.66074781611812,226.33523875444058,223.95799520993771,217.28360745956655,213.02435201788884,211.94963317337735
0711,Construction Managers,MGMT,478.70078399115266,488.61051968129004,502.83861786680677,508.54899132443364,515.27862293423777,528.58086081790816,539.40792941571419,547.24641607044396,552.85862325810081,556.48156474242307
0712,Residential Home Builders and Renovators,MGMT,1605.5866530023256,1680.8862890653384,1748.1287304996504,1786.1503123061109,1842.6424463901128,1834.9098009349536,1885.2001811779255,1918.6294091826112,1941.6057183147959,1954.2948090263026
0713,Transportation Managers,MGMT,243.11240507639187,245.18374783382092,245.75033255970317,246.63108512077417,254.447067554157,261.88160733100642,265.90140106886122,268.79131747795958,271.82179625227093,274.34894678412024
0721,Facility Operation and Maintenance Managers,MGMT,372.51133906016821,386.16393014767243,395.71914236376904,414.11741668365903,454.85997679482011,478.1821685076518,489.12207635655705,498.28962215882621,512.66000847890905,516.00935063575093
0811,Primary Production Managers (Except Agriculture),MGMT,19.273566039611971,20.806563746697805,23.424668791878524,25.64515842368942,28.843905246828665,30.559721377320905,30.578315399397464,31.242538285424747,31.480981056983723,33.203293243368044
0911,Manufacturing Managers,MGMT,882.41241752811072,850.04449115139903,870.44569276377536,924.5878658456096,1034.2353557136969,1086.8331454801962,1104.6096894942473,1111.3556144776189,1144.6696941783343,1179.6081330627519
0912,Utilities Managers,MGMT,54.610525054701256,52.607346697682885,55.850782830586098,57.027814021340646,61.38885882372864,66.219299160995647,67.647788887069595,68.296799465021039,69.739397053638626,71.695369411769903
1111,Financial Auditors and Accountants,A,2289.145284454984,2329.3955043708502,2339.5598522699179,2418.8613836976097,2431.7969300027703,2452.0454199031738,2487.5772449526885,2511.8888128923145,2526.7922526198809,2543.1348839390471
1112,Financial and Investment Analysts,A,810.94496362118718,782.92219512463623,764.54045045406713,797.29395850412084,820.78126969408868,825.76027634259901,829.23435104544387,835.96156626587128,843.94173983132919,851.65692213702152
1113,"Securities Agents, Investment Dealers and Brokers",A,305.4382456345067,295.42554195167168,302.34562595332238,301.21332289100809,307.90562817834206,315.56143630802205,316.34366577178571,319.60749059225572,320.50237707794571,323.76743403113159
1114,Other Financial Officers,A,1563.8704497925073,1606.1677009404375,1628.1885100279792,1647.0005953870696,1698.7155557170618,1686.0072425532821,1717.6071755064486,1734.8698307511361,1742.5141198946458,1758.2732153991662
1121,Specialists in Human Resources,A,1115.6751863920351,1109.30829744777,1080.6966877297948,1085.5190813891875,1084.2436123007885,1088.4910476092698,1076.2108405180359,1061.831356272804,1058.0609581815595,1037.5007291225154
1122,Professional Occupations in Business Services to Management,A,2291.2354242710526,2321.2855934474464,2329.3839745016871,2369.0448946358842,2372.6846621594987,2323.1976766314538,2314.3154168155966,2295.8358580781232,2289.1059562027076,2240.734609482935
1211,"Supervisors, General Office and Administrative Support Clerks",B,194.84721460560783,215.35870740809375,238.87059136582812,249.30016988983471,266.83043479841717,271.69212943965618,283.64022098596422,294.32479610474269,303.43613966203111,311.17482498912301
1212,"Supervisors, Finance and Insurance Clerks",B,408.28120221151227,441.13569437934007,466.6285484196826,498.36350561429686,549.17947653436966,555.73336226383026,573.11801128374134,593.09664405738658,615.23959723481653,632.72727999824997
1213,"Supervisors, Library, Correspondence and Related Information Clerks",B,193.47746260766556,213.84476212281874,233.68689979264127,236.1862388945529,255.3359366987932,264.59340890642761,275.06956730764864,284.08789648320072,292.07954533060041,300.48461535114649
1214,"Supervisors, Mail and Message Distribution Occupations",B,67.754474108110401,73.254213470835921,76.848628198424663,83.298136359082037,89.458489423922984,94.356189416988812,96.476232739306724,98.786862526321613,102.69947014566495,105.59124754180338
1215,"Supervisors, Recording, Distributing and Scheduling Occupations",B,483.79603471100847,509.44132856965541,533.24318940291619,553.09145981078268,611.62843398373082,634.10999935253267,648.94396407439626,668.89129101245044,692.07006471523653,713.63852144038606
1221,Administrative Officers,B,2647.9820046394834,2654.9670241995973,2739.4475550667698,2846.1359653060344,2923.8074538391638,2948.9754283215029,2992.9244759021535,3005.9463667441746,3011.6521364995301,3013.1861555927971
1222,Executive Assistants,B,480.96237229904006,474.85937619255117,468.68826480885417,484.99207590315984,512.92052585936244,517.49306999063776,521.49465207824915,521.03187139775503,523.36216908994743,525.66439244606511
1223,Personnel and Recruitment Officers,B,349.31926295627767,346.80982171804226,365.42573533309348,385.70719053601499,385.67598387612986,391.08306176671977,396.74083779422665,400.38787015248403,401.03116646071669,399.81232051557373
1224,Property Administrators,B,413.80001355534182,440.28668721633619,452.19169387666989,448.31194080162356,463.42452544403341,473.62373639543983,483.29805027984196,482.82275617135838,481.08414012857133,482.6710094485947
1225,Purchasing Agents and Officers,B,466.88075182362866,463.52677187676733,468.55214176635218,494.51905697905761,510.92148211394783,515.71077778647896,520.17931691680496,521.97754746506996,524.52727837213581,525.04468743582402
1226,Conference and Event Planners,B,392.64931702907535,410.55152263646823,424.20026278257723,437.82713183827258,460.21627936835523,454.70409423014132,465.01762102460424,467.44955244423699,468.70288131914742,469.99776464771367
1227,Court Officers and Justices of the Peace,B,54.478938802467198,54.087572764775992,57.123958117183754,60.594335079537771,59.982676388588956,62.930070442718161,63.64980959169246,64.250236268245942,64.471196461443782,63.57102710898274
1228,"Immigration, Employment Insurance and Revenue Officers",B,302.61343318992874,313.97439339282687,327.76690330695976,329.79593373750663,338.7956217711004,344.36490809293838,351.00131665439397,351.9470237388324,351.08358013212802,351.68462771767258
1231,Bookkeepers,B,1593.4592319554961,1657.3624899376218,1664.7950954627222,1703.6029995699673,1712.0448823530946,1748.7960588260507,1774.0051497153675,1781.4464753072107,1784.0189094523096,1795.6593518102788
1232,Loan Officers,B,542.79528839883608,551.549328879673,542.52014787199778,534.64973577104911,567.70698891312679,577.51109114784811,579.8807473014931,580.16405166382754,580.92737204654043,588.96314836297972
1233,Insurance Adjusters and Claims Examiners,B,447.99382303877485,474.98119032991622,489.96407555976685,505.74991977728621,513.06357581303018,509.98019869550188,521.13752408921039,525.9321255301395,527.02065347508858,529.93429319362667
1234,Insurance Underwriters,B,219.79218541017246,231.13440158323988,236.28469343195448,241.94090514952194,242.28852917739025,245.79567239770228,250.29005569707795,251.93199454674891,252.11299254960818,253.50610925074264
1235,"Assessors, Valuators and Appraisers",B,138.95613954828215,146.82816902641713,150.04649544204281,151.80522448851207,150.49429896845578,154.73188101001153,157.39653642347832,158.07522020250101,157.77406235408887,158.53247385352506
1236,"Customs, Ship and Other Brokers",B,60.507656181617421,65.286609069025516,68.703321679787933,68.33469191161528,67.744582502260172,69.652118059981959,71.828423318013733,72.560932636168644,71.535870694948471,71.260164321209572
1241,Secretaries (Except Legal and Medical),B,1094.1543978808286,1155.2908774380737,1181.3972709541076,1213.2517583666936,1245.1478296430348,1333.3606830735089,1345.6780276345937,1348.209994302453,1365.4948097574943,1374.4088860741922
1242,Legal Secretaries,B,268.1164260626262,300.60876950300792,325.53280942563299,329.95425945837064,338.25514784453793,354.8429200637604,367.58042775513195,370.07465058417864,372.63524654972491,374.33052120675319
1243,Medical Secretaries,B,501.5417110256638,529.56563027776656,559.02270935122215,596.94963026169171,619.88977096076837,640.84172482982763,653.03432473941302,660.07875975867273,671.29045062008868,673.76929841705123
1244,Court Recorders and Medical Transcriptionists,B,125.094009552469,132.08370622216083,135.98667553246756,142.76784983863888,142.7578340912055,152.87155360362468,154.69300026092148,154.78643288763374,156.67856195735408,156.89802636654019
1411,General Office Clerks,C,432.05051728516798,441.07953180926745,461.41720398864265,498.32587421296148,507.29247359879076,501.86651888086919,513.59400093293493,522.06829781812394,536.31301199716688,536.57973430345805
1413,Records Management and Filing Clerks,C,247.17157560727406,255.57803362045726,262.27925842468278,266.75840419734709,272.30139452144385,283.23362919193954,287.43004985854952,288.56920193185658,293.18028125696884,295.38089108561553
1414,Receptionists and Switchboard Operators,C,1557.5680456143064,1678.0596681819816,1742.8000547638082,1813.1864826887499,1862.5861839907341,1889.5322582444646,1938.7456884536396,1956.0820341748017,1994.3421908999876,2004.1765430759328
1422,Data Entry Clerks,C,485.72804051830786,511.80238443413543,546.07363574379303,568.24618367021901,595.98403395105754,634.91975132237485,666.53427594986795,697.29616007470497,707.3733642217004,720.27129673949605
1423,Desktop Publishing Operators and Related Occupations,C,38.956061397257557,40.772366296487753,44.416497854538946,48.547666035861795,52.772488564213987,53.519508754783686,56.992004023737053,60.688321418587975,62.428501599889543,63.715139969347277
1424,Telephone Operators,C,6.2639510767248687,6.5783767675666835,6.7488790993793311,7.3765907816100151,7.4848609610062331,8.1269256851426626,8.3184590751811101,8.7220114081178011,9.0651498407157352,9.1702734564040398
1431,Accounting and Related Clerks,C,1535.1127472201429,1625.135752689016,1712.069575920568,1789.7446817876814,1858.2612092881111,1958.033108755259,2026.93169251739,2069.5693644232156,2089.7226089127525,2122.4116427531408
1432,Payroll Clerks,C,372.05272887859689,404.70934481646884,438.30065509020437,456.21091966447523,460.23801711908612,489.47710811671976,509.81792939485888,521.58420348772677,524.9867021981845,531.64161198387274
1433,Customer Service Representatives - Financial Services,C,883.18382656056997,949.56420558424293,998.88377641399336,1029.023552642243,1087.64430939573,1136.9513718412445,1179.1411540920606,1202.873618826193,1213.6532648860295,1235.1000466629994
1434,"Banking, Insurance and Other Financial Clerks",C,434.57619542591613,473.86870329734273,508.54840642715499,537.06808702001808,549.31335167498025,571.17450812707534,598.33419954211763,612.42846972807115,617.9219901281773,625.73207686915589
1435,Collectors,C,250.6237414284418,256.44523583629524,263.14703059300155,286.23184448752784,303.45576917979457,314.34010163631973,322.82813659589527,328.79098722932201,335.14339156188771,340.57561137084008
1441,Administrative Clerks,C,2353.7129649873905,2393.0121892628304,2454.7827515954964,2605.9248269699879,2675.3931853441813,2755.8528192203271,2856.6968663395737,2895.5082560030255,2965.2730898932814,2976.0073955414232
1442,Personnel Clerks,C,110.69214008265746,116.65435593274321,118.15374368992616,127.62787291779752,134.80751465510744,134.72461484353522,141.94719818541921,143.9442875217095,147.86592982026028,148.43922019324694
1443,Court Clerks,C,23.079236115560771,23.439398256139015,24.414868580258666,24.857522631761977,24.887752216380008,26.410949413437379,27.280026633372152,27.539031060247837,27.977164710128193,28.046507991357011
1451,Library Clerks,C,74.570096299298328,82.246339456081003,85.232649934906362,87.37725346074032,87.104984097046071,92.22656851984506,94.706277994739864,94.799694414977239,95.554510796545841,97.496181333623454
1452,"Correspondence, Publication and Related Clerks",C,27.151459947707092,29.640043395289865,30.273777544212244,31.160157224214306,31.180894275887848,33.014263332772032,33.80226932398736,33.78567289279497,34.095840237862632,34.809842542590303
1453,"Customer Service, Information and Related Clerks",C,1378.3415501418763,1503.551249444336,1517.0299885245829,1605.8082111781814,1642.9458033193469,1715.4685551558107,1759.072642350402,1761.7039631763441,1786.5489005365982,1824.2408010854379
1454,Survey Interviewers and Statistical Clerks,C,91.09623351853682,96.111034931790016,101.43915644607034,107.40905502356306,109.67381985182006,113.91525717382015,116.10218384129722,117.29852991903078,118.85082592616882,121.22592183732075
1461,"Mail, Postal and Related Clerks",C,513.78912957459295,511.13453759742634,520.41604759203108,537.92200818250069,556.27954821679384,551.97055285390343,563.42250350157519,565.43379979384281,570.07137027225349,570.21444054585982
1462,Letter Carriers,C,433.42694019367957,431.69408782138817,450.3771255876602,459.83462180540209,473.85903765592826,470.26982477543191,480.99792628508976,483.74550660683371,486.59647274792292,486.57602301394809
1463,"Couriers, Messengers and Door-to-Door Distributors",C,478.79812957259071,481.96919873021625,509.52036490642053,528.85756221430597,539.49515140887809,530.54544403755199,544.94151219276205,549.62581040238604,553.34086154020247,552.0700971999604
1471,Shippers and Receivers,C,969.38875665088278,1043.3605663249316,1102.6387193682688,1199.0380084136555,1277.3319976377311,1344.1886896081667,1395.7632362386732,1447.4138273321335,1509.0217814941702,1565.3269211201871
1472,Storekeepers and Parts Clerks,C,85.182188343448786,88.212324907912262,91.370471170973104,97.535850766142232,107.26422160361548,117.57141655692523,118.15557785389507,121.66779069544449,127.20156102556416,132.87590103110355
1473,Production Clerks,C,183.23158990608823,195.96437787135298,215.53570260826913,233.26214640109959,240.14659067045781,253.62121887761009,264.85071847186452,276.86354962809571,287.4010629489967,296.83869284953141
1474,Purchasing and Inventory Clerks,C,281.39926103770654,300.75365753736492,330.79048138493476,353.22059531268718,369.43122817032736,390.13312281700007,406.6334705797683,424.17451666686986,440.16369895176558,455.67495352414403
1475,Dispatchers and Radio Operators,C,190.39662851593371,199.16805790437752,205.85140291313391,219.5752248177217,231.40204500595382,252.20239575634216,259.44972353142896,267.60347898358884,278.45649098918182,289.2875095825749
1476,Transportation Route and Crew Schedulers,C,57.802674792653235,59.858855813342728,65.837070418929073,72.372887776687605,76.069240497406582,78.584808004267018,81.117471131674023,85.30719315073631,89.165965460853869,92.093069415289932
2111,Physicists and Astronomers,A,31.218095202209561,36.452208640724564,41.347868700036756,42.260444287953689,40.251743394589511,42.194563343210199,42.250627190418427,43.390800549690411,43.77825816519622,45.666168459483998
2112,Chemists,A,147.59915411034083,171.86017928729791,193.5223264541761,197.57077864712616,188.17994979457677,197.2627802434076,198.3133059219557,204.3850435128609,206.54933834279629,214.74458868926027
2113,"Geologists, Geochemists and Geophysicists",A,33.915338622286775,36.968073353677546,41.627720799112339,43.19153543289827,41.138578412514008,43.124202987037563,42.991383970208162,44.521680241747539,45.012285334685266,46.665552608686397
2114,Meteorologists,A,1.8980601878972905,2.0813057373263089,2.2691134730313647,2.3191943509218635,2.20895964232382,2.3155788965405115,2.2386308646950108,2.2780780368572562,2.2917772500295421,2.4006383826495936
2115,Other Professional Occupations in Physical Sciences,A,20.953585499041861,22.976519919574709,24.365457780807958,26.181943275074975,25.182393406901536,26.397865139154518,25.883827403666249,26.491163799676151,27.099412576088632,28.293557999705733
2121,Biologists and Related Scientists,A,132.88910133214731,143.51737719997962,151.47435637129064,162.31868888968836,153.28905112659965,154.29870248513095,156.08900291170968,155.80268830252754,156.19447218701916,157.64078591187405
2122,Forestry Professionals,A,19.670487674169784,20.006207140534901,21.224891855371059,22.744421557880436,22.807779010935022,22.499669382378443,22.076246139809275,22.217879105504139,22.46941195894626,22.872982433517887
2123,"Agricultural Representatives, Consultants and Specialists",A,17.358978554089596,17.667305169251183,19.238416801527713,19.414814787584966,19.468897204260127,19.031976759814732,19.177015872486937,19.308632404351854,19.085901917768968,19.526342158717547
2131,Civil Engineers,A,423.56266565158683,448.49409787543175,494.01141955523337,524.42862862921447,528.08019271915111,539.40985552934183,555.89396926689381,572.38204250508011,576.82775690406265,593.38924321241041
2132,Mechanical Engineers,A,329.13509438808336,358.46230316531671,390.27740501392094,394.4276639442329,391.55983495599014,416.15665469420071,428.27155347431591,437.80764836466921,438.36442042783347,451.90024169923078
2133,Electrical and Electronics Engineers,A,259.49364389597332,269.05354698915812,287.9241036273196,295.87242729825243,296.20405228063038,315.72831152437885,321.48359004755639,328.64862149715293,330.22220856482761,340.70774475837402
2134,Chemical Engineers,A,63.211615640177911,69.594413362965184,77.325924521489938,76.839399212802647,76.639056409841771,81.58532644362279,84.516489819569458,86.342184615740848,86.020116934089074,88.805256344934321
2141,Industrial and Manufacturing Engineers,A,139.72655896954146,145.24143387863876,143.77151451889168,144.8364960952365,157.48158776919936,161.74817781948826,163.18422012567549,166.3053760181111,167.87576288251958,172.55304006946901
2142,Metallurgical and Materials Engineers,A,4.1979537673473848,4.6335590889360239,4.7837195257566449,4.8191547312833789,4.9346590945195237,5.1551016618322896,5.3608378306692313,5.4602067977290929,5.4309073758800599,5.4739918402863692
2143,Mining Engineers,A,39.674693497119392,43.791582004160858,45.21074229899785,45.23919369827496,48.960274541574364,47.719060594339808,49.686061294312786,51.238355444515207,51.610964885103833,52.655017533868268
2144,Geological Engineers,A,7.3510834853042102,8.1138768039124081,7.812160130817789,7.8700283856393405,8.5571288964134666,8.8761729580348092,9.063172296910615,9.0997626727304048,9.0764852792453503,9.440183446347147
2145,Petroleum Engineers,A,19.046664194642155,21.023062397098446,20.440028253958602,21.954987778201232,23.87178941743057,23.374059340210408,23.925862325025594,24.248663657641114,24.799126021732143,25.407158001238237
2146,Aerospace Engineers,A,78.892548189840767,86.282086102065094,88.902667303632526,95.101078822762304,102.51469134500282,100.85575782152159,104.33559051310826,107.94645809694619,110.08443386047423,111.858084252152
2147,Computer Engineers (Except Software Engineers and Designers),A,158.60802209824556,167.15704793847644,168.74158117624341,174.00144404617453,177.80361793235278,186.00321166980729,189.46207763256572,193.82357510568596,195.7709720387214,199.17582671360685
2148,"Other Professional Engineers, n.e.c.",A,188.4811500271754,208.03910531067618,214.78105946936739,229.81513424733322,242.50372335524455,238.57943161030562,248.55133096417518,257.72161979457701,261.31167261497222,265.09680956895687
2151,Architects,A,181.81607032814532,197.88897183256844,216.10896957887155,216.24395716741697,215.8883824777439,221.64025912153159,224.49302657429075,228.91641944065157,224.44421066312353,230.28886587578822
2152,Landscape Architects,A,16.033161445881085,16.445027261352262,16.9667003656532,16.863238061957919,17.553013532385577,17.661695688903205,17.246712928782536,17.528158244637595,17.357673568060967,18.040063691920214
2153,Urban and Land Use Planners,A,110.92864299019561,119.57223436097641,126.23862232469867,125.78272209858937,130.92775035556852,130.08215295501083,131.26054352934827,133.48778025577215,131.69205293587845,136.2133469933618
2154,Land Surveyors,A,53.658989373658343,55.037401452756846,57.177519507346148,59.700769009210497,62.494006097270528,63.656723266063771,62.790068466848425,63.934485088886319,63.366120755525685,65.305493260484724
2161,"Mathematicians, Statisticians and Actuaries",A,55.797942453484438,60.140211460243172,57.466537734634144,61.428162941429449,63.919081389697524,68.755266167823706,73.912966501188635,75.145428274289728,78.046868071366703,78.0875012108188
2171,Information Systems Analysts and Consultants,A,932.46538172807868,1035.1559763057051,1128.9318412142136,1178.6280249161193,1233.475686823012,1296.9360372222109,1372.2610927256128,1450.7425518689261,1496.1714738703163,1528.6758529105794
2172,Database Analysts and Data Administrators,A,123.93263204273111,137.58109119201927,147.70957355774613,147.94950865831083,150.99229798171694,165.76513394311991,174.72446618515238,183.23114917988525,187.71825948267374,191.89083352168387
2173,Software Engineers and Designers,A,289.68881058210297,315.05768149726822,342.40404200364566,366.61323181255517,386.69031404237279,401.43328911880644,423.1440682162845,448.48797338052373,464.29076987925146,474.15160657174096
2174,Computer Programmers and Interactive Media Developers,A,782.44903441097506,842.08284942680712,905.59205696468905,935.84423120796032,984.42330619922473,1052.563279825572,1103.0269980927044,1163.3407537371436,1199.6874963332996,1228.1673743757251
2175,Web Designers and Developers,A,154.09345989209334,160.69285340531869,175.52808468334541,182.48590778183424,193.81019182293167,204.92492926528755,214.25343556499314,226.76330265990919,234.11304623948374,239.70728140547055
2211,Chemical Technologists and Technicians,B,157.97134798125529,154.06094864219585,148.77074902871152,158.1675131102738,157.80159483560539,159.76723812396563,159.08031083998964,160.34351229697705,163.74411438131375,167.11709196076706
2212,Geological and Mineral Technologists and Technicians,B,54.559323322175132,54.605789338090496,55.630656574314401,57.807062980820618,56.872716862330932,57.049544386290805,57.404863525988908,58.287052322243433,59.188452590802228,60.272553461127615
2213,Meteorological Technicians,B,0,0,0,0,0,0,0,0,0,0
2221,Biological Technologists and Technicians,B,30.735952664374071,31.145669128378366,31.228112058128886,31.721694133413262,31.85936639546436,33.366027250132902,33.662192394560734,34.207789530058662,33.853368469497255,34.174544694628892
2222,Agricultural and Fish Products Inspectors,B,36.997839541418841,39.810060913052467,42.561828942700842,41.912666711363627,43.661294329091916,43.564444007867799,45.933300536441322,47.249646116131956,46.47150301807347,47.070090888067071
2223,Forestry Technologists and Technicians,B,20.541229258640939,21.688828089065609,22.49119324309352,22.131576053652619,22.74515938644976,23.666501113532043,24.452877914507727,24.955804921300366,24.653414757200853,24.994124648840373
2224,Conservation and Fishery Officers,B,21.148359213433501,21.540967973205085,21.688382465281684,22.279812637068204,22.496701959268439,23.560593172904451,24.02632250500675,24.316984608064793,24.181428274020938,24.498195375496596
