#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NAICS_CODE_RANK,NAICS_CODE_PERCENTAGE,NAICS_CODE,NAICS_DESCRIPTION_ENGLISH,NAICS_DESCRIPTION_FRENCH
Cl,-1,A,A17,-1,-1,4,7,611,Educational services,Services d'enseignement
Cl,-1,A,A17,-1,-1,5,6,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,A,A18,-1,-1,1,37,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,A,A18,-1,-1,2,10,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Cl,-1,A,A18,-1,-1,3,7,611,Educational services,Services d'enseignement
Cl,-1,A,A18,-1,-1,4,6,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,A,A18,-1,-1,5,4,517,Telecommunications,Télécommunications
Cl,-1,A,A19,-1,-1,1,36,624,Social assistance,Assistance sociale
Cl,-1,A,A19,-1,-1,2,9,621,Ambulatory health care services,Services de soins de santé ambulatoires
Cl,-1,A,A19,-1,-1,2,9,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Cl,-1,A,A19,-1,-1,4,8,914,Aboriginal public administration,Administrations publiques autochtones
Cl,-1,B,B02,-1,-1,2,21,622,Hospitals,Hôpitaux
Cl,-1,A,A19,-1,-1,5,6,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Cl,-1,B,B01,-1,-1,1,35,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B01,-1,-1,2,7,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Cl,-1,B,B01,-1,-1,3,5,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B01,-1,-1,4,5,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B01,-1,-1,5,4,911,Federal government public administration,Administration publique fédérale
Cl,-1,B,B02,-1,-1,1,32,621,Ambulatory health care services,Services de soins de santé ambulatoires
Cl,-1,B,B02,-1,-1,3,7,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B02,-1,-1,4,4,445,Food and beverage stores,Magasins d'alimentation
Cl,-1,B,B02,-1,-1,4,4,611,Educational services,Services d'enseignement
Cl,-1,B,B03,-1,-1,1,44,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B03,-1,-1,2,8,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B03,-1,-1,3,7,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Cl,-1,B,B03,-1,-1,4,5,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B03,-1,-1,5,3,445,Food and beverage stores,Magasins d'alimentation
Cl,-1,B,B04,-1,-1,1,10,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B04,-1,-1,2,9,611,Educational services,Services d'enseignement
Cl,-1,B,B04,-1,-1,3,7,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B04,-1,-1,4,6,621,Ambulatory health care services,Services de soins de santé ambulatoires
Cl,-1,B,B04,-1,-1,5,6,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B05,-1,-1,1,57,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B05,-1,-1,2,8,721,Accommodation services,Services d'hébergement
Cl,-1,B,B05,-1,-1,3,5,311,Food manufacturing,Fabrication d'aliments
Cl,-1,B,B05,-1,-1,4,5,445,Food and beverage stores,Magasins d'alimentation
Cl,-1,B,B05,-1,-1,5,4,713,"Amusement, gambling and recreation industries","Divertissement, loisirs, jeux de hasard et loteries"
Cl,-1,B,B06,-1,-1,1,10,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B06,-1,-1,2,7,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B06,-1,-1,3,7,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Cl,-1,B,B06,-1,-1,4,6,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B06,-1,-1,5,4,445,Food and beverage stores,Magasins d'alimentation
Cl,-1,B,B07,-1,-1,1,15,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B07,-1,-1,2,10,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Cl,-1,B,B07,-1,-1,3,8,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B07,-1,-1,4,8,524,Insurance carriers and related activities,Sociétés d'assurance et activités connexes
Cl,-1,B,B07,-1,-1,5,5,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B10,-1,-1,1,23,912,Provincial and territorial public administration,Administrations publiques provinciales et territoriales
Cl,-1,B,B10,-1,-1,2,11,911,Federal government public administration,Administration publique fédérale
Cl,-1,B,B10,-1,-1,3,8,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B10,-1,-1,4,7,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Cl,-1,B,B10,-1,-1,5,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B10,-1,-1,5,5,813,"Religious, grant-making, civic, and professional and similar organizations","Organismes religieux, fondations, groupes de citoyens et organisations professionnelles et similaires"
Cl,-1,B,B11,-1,-1,1,12,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B11,-1,-1,2,9,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B11,-1,-1,3,7,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B11,-1,-1,4,6,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Cl,-1,B,B11,-1,-1,5,5,611,Educational services,Services d'enseignement
Cl,-1,B,B12,-1,-1,1,15,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B12,-1,-1,2,8,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B12,-1,-1,3,7,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Cl,-1,B,B12,-1,-1,4,5,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B12,-1,-1,5,4,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Cl,-1,B,B13,-1,-1,1,12,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Cl,-1,B,B13,-1,-1,2,8,911,Federal government public administration,Administration publique fédérale
Cl,-1,B,B13,-1,-1,3,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B13,-1,-1,4,5,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B13,-1,-1,5,5,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B14,-1,-1,1,16,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B14,-1,-1,2,6,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B14,-1,-1,3,6,445,Food and beverage stores,Magasins d'alimentation
Cl,-1,B,B14,-1,-1,4,5,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,B,B14,-1,-1,5,4,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Cl,-1,B,B14,-1,-1,5,4,522,Credit intermediation and related activities,Intermédiation financière et activités connexes
Cl,-1,B,B15,-1,-1,1,53,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B15,-1,-1,2,5,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B15,-1,-1,3,4,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B15,-1,-1,4,3,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Cl,-1,B,B15,-1,-1,5,3,911,Federal government public administration,Administration publique fédérale
Cl,-1,B,B16,-1,-1,1,20,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B16,-1,-1,2,15,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B16,-1,-1,3,9,721,Accommodation services,Services d'hébergement
Cl,-1,B,B16,-1,-1,4,5,448,Clothing and clothing accessories stores,Magasins de vêtements et d'accessoires vestimentaires
Cl,-1,B,B16,-1,-1,5,5,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,B,B17,-1,-1,1,30,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,B,B17,-1,-1,2,24,721,Accommodation services,Services d'hébergement
Cl,-1,B,B17,-1,-1,3,10,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Cl,-1,B,B17,-1,-1,4,4,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B17,-1,-1,5,4,445,Food and beverage stores,Magasins d'alimentation
Cl,-1,B,B18,-1,-1,1,36,481,Air transportation,Transport aérien
Cl,-1,B,B18,-1,-1,2,19,488,Support activities for transportation,Activités de soutien au transport
Cl,-1,B,B18,-1,-1,3,7,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,B,B18,-1,-1,4,6,611,Educational services,Services d'enseignement
Cl,-1,B,B18,-1,-1,5,5,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Cl,-1,H,H01,-1,-1,1,42,621,Ambulatory health care services,Services de soins de santé ambulatoires
Cl,-1,H,H01,-1,-1,2,10,812,Personal and laundry services,Services personnels et services de blanchissage
Cl,-1,H,H01,-1,-1,3,4,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,H,H01,-1,-1,4,4,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,H,H01,-1,-1,5,4,485,Transit and ground passenger transportation,Transport en commun et transport terrestre de voyageurs
Cl,-1,H,H02,-1,-1,1,58,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,H,H02,-1,-1,2,9,812,Personal and laundry services,Services personnels et services de blanchissage
Cl,-1,H,H02,-1,-1,3,6,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,H,H02,-1,-1,4,6,453,Miscellaneous store retailers,Magasins de détail divers
Cl,-1,H,H02,-1,-1,5,3,445,Food and beverage stores,Magasins d'alimentation
Cl,-1,H,H03,-1,-1,2,19,622,Hospitals,Hôpitaux
Cl,-1,H,H03,-1,-1,1,40,621,Ambulatory health care services,Services de soins de santé ambulatoires
Cl,-1,H,H03,-1,-1,3,13,446,Health and personal care stores,Magasins de produits de santé et de soins personnels
Cl,-1,H,H03,-1,-1,4,5,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,H,H03,-1,-1,5,3,445,Food and beverage stores,Magasins d'alimentation
Cl,-1,H,H04,-1,-1,2,27,622,Hospitals,Hôpitaux
Cl,-1,H,H04,-1,-1,1,39,623,Nursing and residential care facilities,Établissements de soins infirmiers et de soins pour bénéficiaires internes
Cl,-1,H,H04,-1,-1,3,14,621,Ambulatory health care services,Services de soins de santé ambulatoires
Cl,-1,H,H04,-1,-1,4,5,624,Social assistance,Assistance sociale
Cl,-1,H,H04,-1,-1,5,3,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T01,-1,-1,1,38,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T01,-1,-1,2,16,236,Construction of buildings,Construction de bâtiments
Cl,-1,T,T01,-1,-1,3,11,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T01,-1,-1,4,3,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T01,-1,-1,5,3,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,T,T02,-1,-1,1,23,811,Repair and maintenance,Réparation et entretien
Cl,-1,T,T02,-1,-1,2,18,441,Motor vehicle and parts dealers,Concessionnaires de véhicules et de pièces automobiles
Cl,-1,T,T02,-1,-1,3,6,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T02,-1,-1,4,4,237,Heavy and civil engineering construction,Travaux de génie civil
Cl,-1,T,T02,-1,-1,5,4,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,T,T03,-1,-1,1,18,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T03,-1,-1,2,12,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T03,-1,-1,3,10,325,Chemical manufacturing,Fabrication de produits chimiques
Cl,-1,T,T03,-1,-1,4,8,311,Food manufacturing,Fabrication d'aliments
Cl,-1,T,T03,-1,-1,5,4,622,Hospitals,Hôpitaux
Cl,-1,T,T04,-1,-1,1,21,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T04,-1,-1,2,19,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T04,-1,-1,3,18,236,Construction of buildings,Construction de bâtiments
Cl,-1,T,T04,-1,-1,4,7,237,Heavy and civil engineering construction,Travaux de génie civil
Cl,-1,T,T04,-1,-1,5,3,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,T,T04,-1,-1,5,3,913,"Local, municipal and regional public administration","Administrations publiques locales, municipales et régionales"
Cl,-1,T,T05,-1,-1,1,36,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T05,-1,-1,2,5,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Cl,-1,T,T05,-1,-1,2,5,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T05,-1,-1,4,5,337,Furniture and related product manufacturing,Fabrication de meubles et de produits connexes
Cl,-1,T,T05,-1,-1,4,5,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Cl,-1,T,T05,-1,-1,4,5,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,T,T06,-1,-1,1,15,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T06,-1,-1,2,13,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T06,-1,-1,3,5,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T06,-1,-1,4,5,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Cl,-1,T,T06,-1,-1,5,5,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,T,T07,-1,-1,1,30,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T07,-1,-1,2,21,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Cl,-1,T,T07,-1,-1,3,6,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T07,-1,-1,4,4,331,Primary metal manufacturing,Première transformation des métaux
Cl,-1,T,T07,-1,-1,4,4,334,Computer and electronic product manufacturing,Fabrication de produits informatiques et électroniques
Cl,-1,T,T07,-1,-1,4,4,811,Repair and maintenance,Réparation et entretien
Cl,-1,T,T08,-1,-1,1,11,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T08,-1,-1,2,9,221,Utilities,Services publics
Cl,-1,T,T08,-1,-1,3,8,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T08,-1,-1,4,7,325,Chemical manufacturing,Fabrication de produits chimiques
Cl,-1,T,T08,-1,-1,5,6,322,Paper manufacturing,Fabrication du papier
Cl,-1,T,T09,-1,-1,1,24,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T09,-1,-1,2,9,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Cl,-1,T,T09,-1,-1,3,8,333,Machinery manufacturing,Fabrication de machines
Cl,-1,T,T09,-1,-1,4,6,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T09,-1,-1,5,5,332,Fabricated metal product manufacturing,Fabrication de produits métalliques
Cl,-1,T,T10,-1,-1,1,18,221,Utilities,Services publics
Cl,-1,T,T10,-1,-1,2,10,331,Primary metal manufacturing,Première transformation des métaux
Cl,-1,T,T10,-1,-1,3,8,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T10,-1,-1,4,5,322,Paper manufacturing,Fabrication du papier
Cl,-1,T,T10,-1,-1,5,5,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T11,-1,-1,1,21,541,"Professional, scientific and technical services","Services professionnels, scientifiques et techniques"
Cl,-1,T,T11,-1,-1,2,6,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,T,T11,-1,-1,3,6,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T11,-1,-1,4,6,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T11,-1,-1,5,5,221,Utilities,Services publics
Cl,-1,T,T12,-1,-1,1,34,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T12,-1,-1,2,18,236,Construction of buildings,Construction de bâtiments
Cl,-1,T,T12,-1,-1,3,15,337,Furniture and related product manufacturing,Fabrication de meubles et de produits connexes
Cl,-1,T,T12,-1,-1,4,4,444,Building material and garden equipment and supplies dealers,Marchands de matériaux de construction et de matériel et fournitures de jardinage
Cl,-1,T,T12,-1,-1,5,3,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,T,T13,-1,-1,1,16,332,Fabricated metal product manufacturing,Fabrication de produits métalliques
Cl,-1,T,T13,-1,-1,2,15,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Cl,-1,T,T13,-1,-1,3,12,333,Machinery manufacturing,Fabrication de machines
Cl,-1,T,T13,-1,-1,4,10,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T13,-1,-1,5,6,811,Repair and maintenance,Réparation et entretien
Cl,-1,T,T14,-1,-1,1,21,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Cl,-1,T,T14,-1,-1,2,16,481,Air transportation,Transport aérien
Cl,-1,T,T14,-1,-1,3,14,488,Support activities for transportation,Activités de soutien au transport
Cl,-1,T,T14,-1,-1,4,4,911,Federal government public administration,Administration publique fédérale
Cl,-1,T,T14,-1,-1,5,4,722,Food services and drinking places,Services de restauration et débits de boissons
Cl,-1,T,T14,-1,-1,5,4,811,Repair and maintenance,Réparation et entretien
Cl,-1,T,T15,-1,-1,1,36,481,Air transportation,Transport aérien
Cl,-1,T,T15,-1,-1,2,26,611,Educational services,Services d'enseignement
Cl,-1,T,T15,-1,-1,3,7,488,Support activities for transportation,Activités de soutien au transport
Cl,-1,T,T15,-1,-1,4,3,238,Specialty trade contractors,Entrepreneurs spécialisés
Cl,-1,T,T15,-1,-1,4,3,561,Administrative and support services,Services administratifs et services de soutien
Cl,-1,T,T16,-1,-1,1,17,333,Machinery manufacturing,Fabrication de machines
Cl,-1,T,T16,-1,-1,2,15,336,Transportation equipment manufacturing,Fabrication de matériel de transport
Cl,-1,T,T16,-1,-1,3,13,332,Fabricated metal product manufacturing,Fabrication de produits métalliques
